
100 0.00253
200 0.002578
300 0.004153
400 0.005683
500 0.007384
600 0.008987
700 0.010598
800 0.012332
900 0.014279
1000 0.016047
1100 0.017635
1200 0.019444
1300 0.021119
1400 0.022902
1500 0.024452
1600 0.026535
1700 0.029368
1800 0.030745
1900 0.032403
2000 0.034346
2100 0.036565
2200 0.037907
2300 0.039463
2400 0.041707
2500 0.043524
2600 0.045248
2700 0.04716
2800 0.049255
2900 0.050958
3000 0.052914
3100 0.054754
3200 0.057004
3300 0.059573
3400 0.061604
3500 0.063604
3600 0.065399
3700 0.08193
3800 0.069242
3900 0.071121
4000 0.07341
4100 0.075116
4200 0.077529
4300 0.079068
4400 0.082152
4500 0.08294
4600 0.085199
4700 0.086978
4800 0.089737
4900 0.090832
5000 0.093359
5100 0.095512
5200 0.097532
5300 0.09888
5400 0.101057
5500 0.102698
5600 0.106146
5700 0.106594
5800 0.109
5900 0.110085
6000 0.113071
6100 0.114841
6200 0.117269
6300 0.117813
6400 0.121609
6500 0.12364
6600 0.143654
6700 0.129186
6800 0.131643
6900 0.132884
7000 0.135798
7100 0.138006
7200 0.143754
7300 0.142286
7400 0.143843
7500 0.145875
7600 0.149482
7700 0.150561
7800 0.152012
7900 0.154472
8000 0.156037
8100 0.158131
8200 0.160495
8300 0.164103
8400 0.164521
8500 0.166537
8600 0.169631
8700 0.170747
8800 0.173572
8900 0.174625
9000 0.176688
9100 0.179151
9200 0.184542
9300 0.183185
9400 0.186102
9500 0.187407
9600 0.190919
9700 0.191811
9800 0.193527
9900 0.19442
10000 0.199078
