
100 0.005133
200 0.020329
300 0.045334
400 0.080664
500 0.125412
600 0.180962
700 0.245671
800 0.320125
900 0.406008
1000 0.503808
1100 0.603094
1200 0.721512
1300 0.841956
1400 0.982038
1500 1.1191
1600 1.28251
1700 1.43771
1800 1.62265
1900 1.80992
2000 1.99132
2100 2.2094
2200 2.44205
2300 2.65012
2400 2.87367
2500 3.13111
2600 3.365
2700 3.65005
2800 3.90684
2900 4.21462
3000 4.47824
3100 4.79779
3200 5.29258
3300 5.44126
3400 5.86189
3500 6.11224
3600 6.61078
3700 6.85466
3800 7.26931
3900 7.61078
4000 7.97684
4100 8.38083
4200 8.80057
4300 9.24958
4400 9.64928
4500 10.1376
4600 10.6817
4700 11.0514
4800 11.4943
4900 12.0436
5000 12.4697
