
1000 0.001098
2000 0.004273
3000 0.009743
4000 0.016861
5000 0.026283
6000 0.037708
7000 0.052808
8000 0.069622
9000 0.086442
10000 0.104596
11000 0.130258
12000 0.149842
13000 0.178486
14000 0.206054
15000 0.235414
16000 0.265599
17000 0.305147
18000 0.336046
19000 0.378818
20000 0.414775
21000 0.460687
22000 0.502135
23000 0.549593
24000 0.603243
25000 0.646711
26000 0.702768
27000 0.764955
28000 0.813692
29000 0.875482
30000 0.940576
31000 0.995357
32000 1.0619
33000 1.12606
34000 1.19773
35000 1.2613
36000 1.32902
37000 1.40274
38000 1.47678
39000 1.55847
40000 1.63326
41000 1.71686
42000 1.81597
43000 1.88923
44000 1.98061
45000 2.0837
46000 2.16057
47000 2.26695
48000 2.35607
49000 2.45538
50000 2.5656
51000 2.67455
52000 2.75574
53000 2.87321
54000 2.97032
55000 3.07898
56000 3.20076
57000 3.31462
58000 3.45296
59000 3.55326
60000 3.68106
61000 3.81902
62000 3.9747
63000 4.07319
64000 4.18522
65000 4.34233
66000 4.46638
67000 4.5843
68000 4.72188
69000 4.87887
70000 5.14572
71000 5.15291
72000 5.29972
73000 5.43423
74000 5.58109
75000 5.75007
76000 5.87226
77000 6.05066
78000 6.22053
79000 6.38042
80000 6.53075
81000 6.66595
82000 6.91024
83000 7.0205
84000 7.18387
85000 7.37866
86000 7.56209
87000 7.69441
88000 7.94762
89000 8.18533
90000 8.31528
91000 8.45349
92000 8.65315
93000 8.8283
94000 8.99068
95000 9.1477
96000 9.36119
97000 9.56667
98000 9.84781
99000 10.0811
100000 10.3369
