

1000 0.000121
2000 0.000285
3000 0.00046
4000 0.000533
5000 0.000933
6000 0.001387
7000 0.000971
8000 0.00128
9000 0.001529
10000 0.002165
11000 0.001918
12000 0.002909
13000 0.001862
14000 0.002004
15000 0.003148
16000 0.002453
17000 0.002618
18000 0.002921
19000 0.003044
20000 0.003273
21000 0.003953
22000 0.003788
23000 0.00415
24000 0.004955
25000 0.007192
26000 0.003998
27000 0.004209
28000 0.005683
29000 0.004461
30000 0.004749
31000 0.00494
32000 0.005319
33000 0.006526
34000 0.005684
35000 0.005762
36000 0.007117
37000 0.006211
38000 0.006473
39000 0.006691
40000 0.007047
41000 0.007176
42000 0.007419
43000 0.011653
44000 0.007952
45000 0.009669
46000 0.010814
47000 0.010478
48000 0.011166
49000 0.011747
50000 0.009668
51000 0.010681
52000 0.008324
53000 0.009298
54000 0.008769
55000 0.008953
56000 0.011678
57000 0.012083
58000 0.009774
59000 0.011719
60000 0.010653
61000 0.010267
62000 0.012497
63000 0.012371
64000 0.01095
65000 0.011137
66000 0.015514
67000 0.01345
68000 0.011796
69000 0.012324
70000 0.012258
71000 0.012416
72000 0.012707
73000 0.013078
74000 0.014262
75000 0.013876
76000 0.014383
77000 0.016011
78000 0.017237
79000 0.014405
80000 0.0148
81000 0.014942
82000 0.015159
83000 0.015994
84000 0.017534
85000 0.01779
86000 0.016521
87000 0.016551
88000 0.016792
89000 0.023483
90000 0.020151
91000 0.017552
92000 0.017872
93000 0.018513
94000 0.020999
95000 0.021067
96000 0.020694
97000 0.020328
98000 0.021868
99000 0.019866
100000 0.024365
