
1000 0.002257
2000 0.00742
3000 0.015713
4000 0.029514
5000 0.049594
6000 0.07448
7000 0.105388
8000 0.141606
9000 0.182172
10000 0.228811
11000 0.282323
12000 0.338434
13000 0.403021
14000 0.475563
15000 0.545773
16000 0.628851
17000 0.717991
18000 0.807813
19000 0.906238
20000 1.01948
21000 1.10803
22000 1.21598
23000 1.33873
24000 1.48415
25000 1.60406
26000 1.6931
27000 1.83522
28000 2.00216
29000 2.1452
30000 2.2775
31000 2.43655
32000 2.60371
33000 2.76559
34000 2.95822
35000 3.1058
36000 3.28568
37000 3.5035
38000 3.69548
39000 3.93132
40000 4.15495
41000 4.35124
42000 4.5371
43000 4.77724
44000 4.98527
45000 5.22619
46000 5.4146
47000 5.64086
48000 5.88971
49000 6.14659
50000 6.39563
51000 6.65844
52000 7.03032
53000 7.2834
54000 7.56667
55000 7.82792
56000 8.21275
57000 8.49669
58000 8.65094
59000 9.00338
60000 9.32936
61000 9.72347
62000 10.0694
63000 10.2921
64000 10.6059
65000 11.0641
66000 11.4278
67000 11.6952
68000 12.0909
69000 12.3113
70000 12.7595
71000 13.2323
72000 13.3907
73000 13.7754
74000 14.2395
75000 14.6037
76000 14.9734
77000 15.4575
78000 15.9784
79000 16.2466
80000 16.6963
81000 17.1042
82000 17.5594
83000 18.107
84000 18.2368
85000 18.859
86000 19.5599
87000 20.0219
88000 20.4861
89000 20.9575
90000 21.332
91000 21.8555
92000 22.336
93000 22.9138
94000 23.3952
95000 23.8416
96000 24.2522
97000 24.7776
98000 25.3519
99000 25.8773
100000 26.2842
