
50 0.001029
100 0.007
150 0.019875
200 0.05404
250 0.09523
300 0.157592
350 0.243373
400 0.36223
450 0.517736
500 0.705897
550 0.933854
600 1.21781
650 1.54518
700 1.94079
750 2.38324
800 2.89436
850 3.44781
900 4.11063
950 4.83193
1000 5.64579
1050 6.52538
1100 7.50522
1150 8.60441
1200 9.81738
1250 10.9649
1300 12.3923
1350 13.8174
1400 15.6163
1450 17.367
1500 18.9787
1550 21.2808
1600 23.4276
1650 26.0311
1700 28.8664
1750 31.4769
1800 34.1621
1850 36.9654
1900 40.2484
1950 44.4036
2000 47.6969
